,date,rainfall,temperature,humidity,pressure,wind_speed,river_discharge,ward,district,city
2164,2026-05-12,1.6,27.7,83,1006.2,16.8,1.88,Song Phuong,Hoai Duc,Ha Noi
2165,2026-05-13,1.6,28.9,84,1002.2,22.3,1.47,Song Phuong,Hoai Duc,Ha Noi
2166,2026-05-14,0.0,30.6,75,1000.4,15.1,1.12,Song Phuong,Hoai Duc,Ha Noi
2167,2026-05-15,0.0,30.4,75,1000.9,14.3,1.12,Song Phuong,Hoai Duc,Ha Noi
2168,2026-05-16,32.0,28.5,88,1002.2,17.2,0.97,Song Phuong,Hoai Duc,Ha Noi
2169,2026-05-17,25.4,27.1,91,1003.6,13.6,1.81,Song Phuong,Hoai Duc,Ha Noi
2170,2026-05-18,7.1,27.1,91,1003.4,14.3,2.22,Song Phuong,Hoai Duc,Ha Noi
2171,2026-05-19,21.2,27.7,89,1002.5,16.2,2.28,Song Phuong,Hoai Duc,Ha Noi
2172,2026-05-20,14.2,27.5,90,1002.4,16.1,4.62,Song Phuong,Hoai Duc,Ha Noi
2173,2026-05-21,26.3,27.4,92,1004.6,12.9,5.84,Song Phuong,Hoai Duc,Ha Noi
2174,2026-05-22,0.9,29.7,82,1004.5,18.1,4.94,Song Phuong,Hoai Duc,Ha Noi
2175,2026-05-23,0.0,31.5,72,1003.2,20.8,3.44,Song Phuong,Hoai Duc,Ha Noi
2176,2026-05-24,0.0,32.0,68,1002.9,17.5,3.0,Song Phuong,Hoai Duc,Ha Noi
2177,2026-05-25,0.0,32.7,67,1001.5,16.7,2.22,Song Phuong,Hoai Duc,Ha Noi
2178,2026-05-26,0.0,33.4,61,1000.5,16.8,1.69,Song Phuong,Hoai Duc,Ha Noi
2179,2026-05-27,0.2,33.0,67,1002.6,15.8,1.31,Song Phuong,Hoai Duc,Ha Noi
2180,2026-05-28,26.9,30.9,76,1005.8,12.6,1.06,Song Phuong,Hoai Duc,Ha Noi
2181,2026-05-29,4.5,29.0,85,1007.8,13.2,1.78,Song Phuong,Hoai Duc,Ha Noi
2182,2026-05-30,12.1,28.1,85,1009.3,10.8,2.69,Song Phuong,Hoai Duc,Ha Noi
2183,2026-05-31,0.6,29.4,79,1007.5,15.6,1.78,Song Phuong,Hoai Duc,Ha Noi
2184,2026-06-01,0.1,30.8,75,1005.9,15.9,1.44,Song Phuong,Hoai Duc,Ha Noi
2185,2026-06-02,0.3,31.3,74,1003.7,17.8,1.0,Song Phuong,Hoai Duc,Ha Noi
2186,2026-06-03,0.5,31.5,73,1001.1,16.2,1.31,Song Phuong,Hoai Duc,Ha Noi
2187,2026-06-04,5.7,30.3,79,1000.9,26.3,1.59,Song Phuong,Hoai Duc,Ha Noi
2188,2026-06-05,5.5,28.2,82,1002.8,11.1,1.25,Song Phuong,Hoai Duc,Ha Noi
2189,2026-06-06,2.0,30.7,79,1001.8,18.1,0.78,Song Phuong,Hoai Duc,Ha Noi
2190,2026-06-07,0.2,32.2,68,1000.1,17.7,1.53,Song Phuong,Hoai Duc,Ha Noi
2191,2026-06-08,3.3,30.8,69,1000.2,20.7,1.16,Song Phuong,Hoai Duc,Ha Noi
2192,2026-06-09,12.9,26.0,76,1005.8,18.1,4.06,Song Phuong,Hoai Duc,Ha Noi
