Location,time,precipitation_sum,temperature_2m_mean,relative_humidity_2m_mean,surface_pressure_mean,wind_speed_10m_max,river_discharge
Hue,2011-10-23,0.2,25.0,85,1011.1,10.2,0.89
Hue,2011-10-24,3.9,25.2,87,1011.1,13.7,0.8
Hue,2011-10-25,8.5,24.5,91,1012.2,13.5,0.95
Hue,2011-10-26,14.8,24.1,92,1012.7,16.2,1.43
Hue,2011-10-27,19.4,24.1,91,1012.7,18.4,2.16
Hue,2011-10-28,14.8,24.4,88,1013.4,16.6,2.37
Hue,2011-10-29,11.3,24.7,83,1012.7,18.3,1.81
Hue,2011-10-30,27.9,23.9,89,1011.9,16.6,2.05
Hue,2011-10-31,13.6,24.1,89,1012.2,15.8,3.47
Hue,2011-11-01,24.5,23.9,90,1012.3,16.8,3.25
Hue,2011-11-02,5.6,24.4,83,1011.4,14.8,2.56
Hue,2011-11-03,2.0,23.9,84,1010.9,10.3,1.62
Hue,2011-11-04,25.8,24.0,92,1010.5,13.9,2.62
Hue,2011-11-05,31.6,24.4,93,1009.9,13.8,5.59
Hue,2011-11-06,39.9,24.0,94,1008.6,17.7,10.04
Hue,2011-11-07,151.0,24.2,93,1006.0,22.5,34.56
Hue,2011-11-08,193.7,23.6,91,1004.9,31.9,47.98
Hue,2011-11-09,6.7,22.7,84,1010.2,30.1,23.66
Hue,2011-11-10,3.8,22.2,81,1011.9,17.3,7.67
Hue,2011-11-11,0.4,22.5,78,1013.1,10.9,3.24
Hue,2011-11-12,0.6,22.8,82,1014.2,9.8,1.99
Hue,2011-11-13,0.0,23.5,84,1014.5,12.0,1.42
Hue,2011-11-14,1.3,23.7,86,1014.7,8.0,1.14
Hue,2011-11-15,10.5,23.4,89,1014.3,14.2,2.27
Hue,2011-11-16,33.9,23.8,90,1012.1,15.8,4.56
Hue,2011-11-17,3.2,24.0,87,1010.2,20.7,3.1
Hue,2011-11-18,0.0,24.3,87,1008.8,10.0,1.64
Hue,2011-11-19,0.0,23.5,86,1011.7,8.3,1.04
Hue,2011-11-20,5.0,23.5,86,1015.0,12.2,1.06
Hue,2011-11-21,27.6,23.7,92,1015.0,16.5,1.85
Hue,2011-11-22,15.8,23.8,91,1014.7,18.6,2.4
Hue,2011-11-23,23.4,23.6,86,1016.0,24.3,2.23
Hue,2011-11-24,8.3,23.2,81,1016.1,19.3,2.25
Hue,2011-11-25,50.2,22.9,91,1014.3,19.6,4.56
Hue,2011-11-26,24.9,23.0,91,1012.8,14.3,6.62
Hue,2011-11-27,6.0,23.1,91,1012.0,9.5,3.8
Hue,2011-11-28,2.5,23.5,90,1010.4,12.9,1.84
Hue,2011-11-29,0.2,24.1,86,1011.0,14.0,1.14
Hue,2011-11-30,1.1,23.7,85,1011.4,12.0,0.89
Hue,2011-12-01,23.3,22.5,89,1012.7,25.8,2.85
Hue,2011-12-02,28.0,20.3,85,1014.5,28.9,6.13
Hue,2011-12-03,1.7,20.4,80,1013.4,9.7,3.07
Hue,2011-12-04,0.9,21.5,78,1014.0,12.9,1.44
Hue,2011-12-05,4.4,21.6,85,1013.1,15.6,1.23
Hue,2011-12-06,11.7,22.5,92,1012.0,14.8,1.8
Hue,2011-12-07,10.3,22.0,95,1012.4,16.9,2.21
Hue,2011-12-08,26.1,21.6,93,1013.4,24.6,4.04
Hue,2011-12-09,25.0,19.9,90,1016.8,22.0,7.83
Hue,2011-12-10,20.2,18.6,87,1018.5,24.5,7.17
Hue,2011-12-11,3.1,17.7,77,1019.6,22.4,4.09
Hue,2011-12-12,0.0,18.5,72,1018.0,17.4,1.97
Hue,2011-12-13,0.0,19.3,76,1016.7,10.7,1.17
Hue,2011-12-14,0.1,20.1,83,1015.5,12.6,0.94
Hue,2011-12-15,30.5,21.0,92,1015.3,14.4,2.21
Hue,2011-12-16,31.5,20.1,90,1017.8,20.2,5.35
Hue,2011-12-17,18.8,19.8,88,1018.3,17.6,4.57
Hue,2011-12-18,18.5,20.5,84,1018.1,22.3,3.49
Hue,2011-12-19,2.9,20.4,80,1016.7,17.5,2.06
Hue,2011-12-20,2.2,20.3,85,1015.1,13.7,1.22
Hue,2011-12-21,6.5,20.7,91,1014.8,10.1,1.17
Hue,2011-12-22,19.5,21.2,89,1014.6,15.2,2.09
Hue,2011-12-23,28.1,20.3,89,1015.1,18.5,3.32
Hue,2011-12-24,29.9,18.3,84,1018.6,21.9,4.13
Hue,2011-12-25,8.7,17.7,77,1020.1,19.1,3.21
Hue,2011-12-26,0.1,18.8,80,1019.9,8.4,1.64
Hue,2011-12-27,7.3,19.7,87,1018.2,7.2,1.25
Hue,2011-12-28,12.0,20.7,91,1017.9,13.5,1.65
Hue,2011-12-29,0.0,20.7,87,1016.6,11.0,1.22
Hue,2011-12-30,14.8,20.2,92,1017.9,9.9,1.48
Hue,2011-12-31,37.1,20.9,92,1018.4,14.1,4.11
Hue,2012-01-01,30.8,20.7,93,1017.5,12.0,5.31
Hue,2012-01-02,4.9,21.3,87,1015.8,12.7,3.52
Hue,2012-01-03,0.1,21.5,85,1014.6,16.8,1.72
Hue,2012-01-04,20.3,19.9,91,1017.2,20.3,1.78
Hue,2012-01-05,8.3,18.7,87,1018.3,18.9,3.11
Hue,2012-01-06,0.7,19.3,85,1018.7,12.7,2.01
Hue,2012-01-07,27.5,20.1,91,1020.0,12.0,2.06
Hue,2012-01-08,8.1,20.5,85,1019.8,19.1,2.97
Hue,2012-01-09,2.4,20.0,81,1019.0,17.6,1.72
Hue,2012-01-10,0.9,19.3,86,1018.5,10.6,0.95
Hue,2012-01-11,10.2,19.7,91,1018.4,10.9,1.05
Hue,2012-01-12,18.5,20.1,90,1017.4,12.3,2.75
Hue,2012-01-13,9.8,20.2,94,1015.3,7.6,4.37
Hue,2012-01-14,1.2,21.1,92,1011.3,10.7,2.81
Hue,2012-01-15,16.3,22.3,94,1007.9,12.7,2.18
Hue,2012-01-16,15.4,21.7,97,1008.8,12.3,3.22
Hue,2012-01-17,3.3,22.3,89,1009.0,15.9,2.16
Hue,2012-01-18,0.0,23.1,91,1008.6,14.4,1.16
Hue,2012-01-19,3.1,23.7,92,1009.3,12.1,0.78
Hue,2012-01-20,1.5,23.9,91,1009.7,10.7,0.63
Hue,2012-01-21,1.0,23.8,90,1008.8,9.8,0.53
Hue,2012-01-22,35.5,23.0,93,1010.3,18.7,2.47
Hue,2012-01-23,23.3,19.5,88,1014.7,22.5,6.5
Hue,2012-01-24,3.0,20.0,85,1013.8,12.9,3.97
Hue,2012-01-25,7.9,19.2,88,1015.8,17.7,2.18
Hue,2012-01-26,1.5,19.7,86,1014.6,9.3,1.44
Hue,2012-01-27,0.0,21.0,88,1012.7,12.2,0.94
Hue,2012-01-28,0.3,21.3,91,1012.2,11.9,0.69
Hue,2012-01-29,1.5,21.5,89,1013.8,11.4,0.63
Hue,2012-01-30,12.7,21.2,91,1015.4,19.5,0.85
Hue,2012-01-31,13.2,20.3,90,1017.0,11.6,1.47
Hue,2012-02-01,5.1,21.0,89,1015.1,12.8,1.56
Hue,2012-02-02,2.7,21.6,89,1015.1,16.3,1.09
Hue,2012-02-03,4.7,21.5,89,1016.0,18.2,0.85
Hue,2012-02-04,3.1,20.5,91,1014.7,13.2,0.78
Hue,2012-02-05,0.0,22.3,89,1012.0,11.0,0.69
Hue,2012-02-06,0.0,24.0,89,1007.6,10.1,0.59
Hue,2012-02-07,0.8,22.7,89,1009.3,23.0,0.59
Hue,2012-02-08,3.6,20.3,87,1014.5,15.0,0.59
Hue,2012-02-09,1.6,20.8,89,1014.0,13.5,0.59
Hue,2012-02-10,2.1,22.0,90,1013.9,13.4,0.56
Hue,2012-02-11,3.6,21.8,89,1015.8,17.7,0.59
Hue,2012-02-12,2.9,21.6,88,1015.0,16.0,0.59
Hue,2012-02-13,1.3,21.5,88,1013.9,14.2,0.56
Hue,2012-02-14,0.0,21.7,90,1012.3,11.0,0.53
Hue,2012-02-15,0.1,22.2,90,1009.6,10.5,0.53
Hue,2012-02-16,6.5,21.9,95,1011.4,16.9,0.66
Hue,2012-02-17,35.9,21.0,94,1013.7,15.6,2.75
Hue,2012-02-18,25.7,20.6,89,1015.4,18.8,5.71
Hue,2012-02-19,17.0,19.5,86,1016.4,18.5,3.79
Hue,2012-02-20,2.4,19.8,84,1014.1,9.7,2.25
Hue,2012-02-21,1.0,20.9,87,1010.5,8.6,1.38
Hue,2012-02-22,0.0,22.7,90,1007.5,9.8,0.97
Hue,2012-02-23,0.0,25.2,86,1004.8,13.1,0.78
Hue,2012-02-24,0.0,26.3,88,1004.2,11.3,0.69
Hue,2012-02-25,0.0,24.4,94,1005.7,13.5,0.63
Hue,2012-02-26,4.7,22.0,95,1009.0,15.1,0.66
Hue,2012-02-27,1.0,19.9,88,1011.3,19.1,0.69
Hue,2012-02-28,0.4,19.8,84,1009.9,11.4,0.63
Hue,2012-02-29,0.0,21.7,88,1009.6,12.1,0.56
Hue,2012-03-01,0.2,22.3,93,1010.3,11.2,0.53
Hue,2012-03-02,0.0,23.7,92,1008.1,13.0,0.53
Hue,2012-03-03,0.0,24.9,89,1007.3,12.9,0.5
Hue,2012-03-04,0.3,25.0,90,1007.2,10.3,0.47
Hue,2012-03-05,0.2,25.9,88,1004.9,11.5,0.47
Hue,2012-03-06,1.8,26.6,87,1004.1,11.6,0.47
Hue,2012-03-07,0.0,26.9,88,1003.5,10.2,0.47
Hue,2012-03-08,1.5,25.5,93,1005.0,12.7,0.5
Hue,2012-03-09,9.0,24.5,95,1007.4,10.1,0.78
Hue,2012-03-10,5.3,21.3,90,1012.1,25.5,1.47
Hue,2012-03-11,0.0,20.9,85,1014.9,15.3,1.19
Hue,2012-03-12,0.4,21.1,87,1016.4,14.3,0.85
Hue,2012-03-13,0.2,21.3,87,1016.2,10.5,0.69
Hue,2012-03-14,0.7,22.1,90,1013.8,11.2,0.59
Hue,2012-03-15,0.0,23.1,90,1011.7,10.8,0.56
Hue,2012-03-16,0.0,25.2,90,1009.0,12.2,0.53
Hue,2012-03-17,1.5,25.8,90,1007.9,11.0,0.5
Hue,2012-03-18,0.3,25.6,90,1009.0,10.0,0.47
Hue,2012-03-19,0.5,25.6,90,1009.1,10.9,0.47
Hue,2012-03-20,3.2,25.5,90,1008.8,11.0,0.47
Hue,2012-03-21,0.0,25.5,88,1008.6,14.7,0.47
Hue,2012-03-22,0.0,25.9,87,1008.6,12.6,0.44
Hue,2012-03-23,8.8,25.5,87,1010.2,25.5,0.69
Hue,2012-03-24,3.6,19.4,81,1017.3,25.5,1.22
Hue,2012-03-25,0.0,20.2,79,1016.6,17.1,0.94
Hue,2012-03-26,3.8,21.2,87,1016.2,10.1,0.69
Hue,2012-03-27,9.8,21.8,92,1016.3,12.1,0.72
Hue,2012-03-28,0.5,23.2,87,1015.2,15.7,0.75
Hue,2012-03-29,0.0,23.4,86,1012.9,13.5,0.63
Hue,2012-03-30,0.0,23.9,86,1011.3,12.7,0.53
Hue,2012-03-31,17.5,22.8,92,1014.9,18.7,1.03
Hue,2012-04-01,15.8,22.0,92,1015.2,14.8,2.18
Hue,2012-04-02,0.7,22.9,91,1012.7,8.1,1.88
Hue,2012-04-03,0.0,24.3,92,1013.3,9.2,1.12
Hue,2012-04-04,4.4,24.9,92,1012.3,9.1,0.81
Hue,2012-04-05,5.9,25.8,90,1010.5,8.1,0.72
Hue,2012-04-06,0.7,26.0,89,1010.0,9.2,0.66
Hue,2012-04-07,15.6,24.0,97,1011.7,13.8,1.09
Hue,2012-04-08,1.3,23.2,91,1012.5,16.0,1.88
Hue,2012-04-09,0.3,23.9,90,1011.7,10.0,1.28
Hue,2012-04-10,0.7,25.7,89,1010.5,10.9,0.81
Hue,2012-04-11,0.1,26.3,88,1008.1,11.5,0.66
Hue,2012-04-12,0.0,26.8,86,1006.4,9.1,0.59
Hue,2012-04-13,0.0,27.3,86,1007.0,10.0,0.53
Hue,2012-04-14,0.0,27.4,88,1007.4,13.0,0.5
Hue,2012-04-15,0.0,27.7,86,1006.4,12.0,0.5
Hue,2012-04-16,7.2,27.6,85,1005.2,10.7,0.5
Hue,2012-04-17,0.0,28.0,86,1004.3,11.1,0.47
Hue,2012-04-18,0.0,28.1,87,1004.1,10.3,0.47
Hue,2012-04-19,1.6,27.9,84,1004.9,12.2,0.47
Hue,2012-04-20,0.3,28.5,84,1004.9,9.3,0.47
Hue,2012-04-21,20.1,25.7,89,1006.5,25.5,0.72
Hue,2012-04-22,2.5,25.2,86,1007.0,11.4,1.06
Hue,2012-04-23,2.7,27.3,85,1005.2,11.0,0.81
Hue,2012-04-24,0.0,28.8,83,1003.8,10.2,0.59
Hue,2012-04-25,0.0,29.7,80,1003.8,8.2,0.53
Hue,2012-04-26,2.3,27.3,87,1006.5,18.5,0.5
Hue,2012-04-27,0.1,27.1,87,1005.8,13.8,0.5
Hue,2012-04-28,0.0,28.1,86,1004.5,12.5,0.5
Hue,2012-04-29,0.2,28.8,83,1004.1,11.2,0.41
Hue,2012-04-30,0.0,29.5,79,1003.1,10.2,0.34
Hue,2012-05-01,1.9,29.7,78,1003.4,9.7,0.31
Hue,2012-05-02,0.4,30.1,77,1003.6,9.9,0.28
Hue,2012-05-03,0.5,30.2,75,1002.6,10.0,0.28
Hue,2012-05-04,14.0,29.5,77,1002.7,12.6,0.37
Hue,2012-05-05,0.2,28.9,80,1004.6,13.0,0.44
Hue,2012-05-06,0.9,28.2,82,1005.9,16.2,0.41
Hue,2012-05-07,2.6,28.2,81,1005.6,14.8,0.37
Hue,2012-05-08,0.8,28.2,81,1005.8,11.1,0.34
Hue,2012-05-09,0.7,28.4,79,1007.0,9.8,0.63
Hue,2012-05-10,0.3,29.1,75,1006.9,12.1,0.85
Hue,2012-05-11,0.6,29.6,73,1004.5,12.2,0.87
Hue,2012-05-12,7.9,29.2,78,1003.0,10.7,0.97
Hue,2012-05-13,8.3,28.9,79,1002.3,12.9,1.03
Hue,2012-05-14,27.5,28.7,81,1003.2,12.6,1.22
Hue,2012-05-15,4.3,27.4,85,1004.5,13.0,1.38
Hue,2012-05-16,1.3,26.5,87,1004.0,12.6,1.25
Hue,2012-05-17,10.1,26.9,87,1003.9,8.4,1.16
Hue,2012-05-18,2.0,27.8,83,1004.6,10.2,1.09
Hue,2012-05-19,8.9,28.8,80,1005.2,9.5,0.72
Hue,2012-05-20,9.0,29.2,80,1003.9,9.5,0.53
Hue,2012-05-21,2.7,29.6,78,1003.0,9.4,0.44
Hue,2012-05-22,7.6,29.6,79,1003.1,10.8,0.44
Hue,2012-05-23,4.6,29.1,81,1002.6,7.7,0.47
Hue,2012-05-24,26.9,28.4,85,1001.9,5.2,0.75
Hue,2012-05-25,31.5,27.8,87,1002.4,10.6,1.34
Hue,2012-05-26,22.8,27.4,86,1004.2,8.7,1.62
Hue,2012-05-27,30.3,27.2,88,1004.8,10.6,1.72
Hue,2012-05-28,9.8,27.2,86,1004.9,11.2,1.56
Hue,2012-05-29,18.3,27.7,84,1005.4,9.6,1.19
Hue,2012-05-30,38.9,28.0,84,1005.0,12.2,3.38
Hue,2012-05-31,35.4,27.1,87,1005.1,8.0,5.19
Hue,2012-06-01,30.5,26.9,89,1004.5,9.4,3.81
Hue,2012-06-02,23.4,27.2,88,1003.3,9.5,3.53
Hue,2012-06-03,14.3,27.9,84,1001.7,7.6,2.75
Hue,2012-06-04,8.0,28.3,85,1001.3,9.8,1.69
Hue,2012-06-05,7.4,28.7,86,1000.9,7.6,1.12
Hue,2012-06-06,5.9,28.6,85,1000.2,10.3,0.87
Hue,2012-06-07,4.5,28.2,86,1000.4,11.5,0.87
Hue,2012-06-08,12.5,28.1,85,1002.2,9.1,1.0
Hue,2012-06-09,25.2,28.5,87,1002.9,7.8,1.03
Hue,2012-06-10,1.6,29.8,78,1001.9,11.8,1.09
Hue,2012-06-11,0.0,30.7,74,1001.3,10.1,0.78
Hue,2012-06-12,0.0,30.7,70,1001.4,16.6,0.56
Hue,2012-06-13,0.0,30.4,66,1001.7,23.1,0.44
Hue,2012-06-14,0.0,30.1,64,1000.1,26.4,0.41
Hue,2012-06-15,0.4,29.6,69,999.3,20.3,0.37
Hue,2012-06-16,16.1,27.4,79,999.1,18.5,0.77
Hue,2012-06-17,2.0,27.9,75,999.4,24.8,1.44
Hue,2012-06-18,3.0,28.2,68,999.5,25.4,1.06
Hue,2012-06-19,0.0,29.1,62,998.2,31.6,0.69
Hue,2012-06-20,0.0,29.2,67,1000.0,24.3,0.53
Hue,2012-06-21,0.0,29.0,75,1003.1,13.7,0.45
Hue,2012-06-22,0.0,29.1,76,1003.9,14.8,0.41
Hue,2012-06-23,0.0,29.0,77,1002.3,10.6,0.37
Hue,2012-06-24,0.0,29.4,71,1002.6,16.6,0.34
Hue,2012-06-25,0.0,29.3,72,1003.0,15.9,0.33
Hue,2012-06-26,0.0,29.9,65,1001.7,19.3,0.31
Hue,2012-06-27,0.0,30.0,67,1001.7,16.3,0.3
Hue,2012-06-28,1.0,30.0,68,1002.2,12.1,0.3
Hue,2012-06-29,0.3,30.0,69,1001.2,14.6,0.28
Hue,2012-06-30,0.6,28.9,75,1000.6,11.1,0.33
Hue,2012-07-01,20.2,27.0,86,1002.9,7.7,0.56
Hue,2012-07-02,11.2,26.4,87,1003.6,10.4,0.97
Hue,2012-07-03,16.3,27.1,85,1001.5,10.4,1.05
Hue,2012-07-04,4.2,27.3,83,1000.9,9.5,0.85
Hue,2012-07-05,12.4,27.4,85,1002.0,10.2,0.83
Hue,2012-07-06,14.4,27.6,83,1002.8,9.4,0.94
Hue,2012-07-07,18.1,27.8,84,1002.6,9.5,0.87
Hue,2012-07-08,21.9,28.0,81,1003.4,9.9,0.91
Hue,2012-07-09,7.6,28.1,80,1004.8,10.1,0.89
Hue,2012-07-10,6.4,28.3,78,1005.0,10.4,0.7
Hue,2012-07-11,14.3,28.6,78,1004.2,9.8,0.63
Hue,2012-07-12,6.0,28.5,79,1003.8,9.7,0.56
Hue,2012-07-13,3.4,29.1,77,1003.8,9.4,0.49
Hue,2012-07-14,0.1,29.7,75,1003.5,9.1,0.42
Hue,2012-07-15,2.3,30.4,72,1004.1,10.5,0.37
Hue,2012-07-16,1.8,30.5,72,1004.3,6.9,0.34
Hue,2012-07-17,5.8,30.0,76,1003.4,9.7,0.37
Hue,2012-07-18,2.1,29.4,76,1003.5,11.8,0.41
Hue,2012-07-19,5.4,29.1,77,1004.5,9.0,0.41
Hue,2012-07-20,5.9,29.0,77,1004.6,10.9,0.41
Hue,2012-07-21,0.2,29.7,70,1003.1,17.7,0.39
Hue,2012-07-22,0.0,30.2,62,998.8,29.6,0.36
Hue,2012-07-23,0.2,29.7,59,997.1,26.8,0.33
Hue,2012-07-24,0.0,29.1,62,997.9,27.0,0.33
Hue,2012-07-25,0.9,29.3,62,1001.1,14.6,0.31
Hue,2012-07-26,0.0,29.8,66,1003.0,8.8,0.3
Hue,2012-07-27,0.0,29.9,65,1002.6,17.2,0.3
Hue,2012-07-28,0.0,30.1,67,1002.4,10.5,0.28
Hue,2012-07-29,0.0,29.5,68,1002.7,20.1,0.28
Hue,2012-07-30,0.0,29.0,63,1001.4,22.7,0.28
Hue,2012-07-31,1.1,28.7,64,1000.2,23.0,0.28
Hue,2012-08-01,1.4,29.4,61,999.5,28.6,0.28
Hue,2012-08-02,0.0,30.2,61,999.7,22.7,0.28
Hue,2012-08-03,0.0,30.2,59,1000.8,22.6,0.28
Hue,2012-08-04,0.0,30.4,56,1000.7,28.7,0.26
Hue,2012-08-05,0.0,30.9,54,1000.1,27.9,0.26
Hue,2012-08-06,0.0,31.2,54,1000.3,27.0,0.26
Hue,2012-08-07,0.0,30.5,59,1001.0,20.9,0.26
Hue,2012-08-08,0.9,29.8,65,1001.0,13.8,0.26
Hue,2012-08-09,0.1,29.9,64,1001.2,15.4,0.26
Hue,2012-08-10,0.0,29.4,65,1003.0,8.5,0.26
Hue,2012-08-11,0.0,29.8,62,1004.2,16.7,0.26
Hue,2012-08-12,0.0,30.2,61,1002.3,20.5,0.26
Hue,2012-08-13,0.5,30.5,63,1001.5,16.0,0.26
Hue,2012-08-14,0.7,30.2,71,1002.4,7.9,0.28
Hue,2012-08-15,3.2,29.8,73,1003.2,7.7,0.31
Hue,2012-08-16,0.6,29.7,70,1001.9,15.2,0.31
Hue,2012-08-17,7.8,27.8,79,999.5,14.2,0.41
Hue,2012-08-18,2.3,28.8,79,1002.7,9.0,0.42
Hue,2012-08-19,4.1,29.0,78,1005.8,9.8,0.39
Hue,2012-08-20,2.4,29.3,74,1004.9,9.2,0.36
Hue,2012-08-21,1.4,29.6,72,1004.3,8.0,0.33
Hue,2012-08-22,13.0,28.2,79,1004.7,11.5,0.44
Hue,2012-08-23,4.3,27.3,82,1004.9,18.2,0.53
Hue,2012-08-24,14.6,26.6,87,1005.6,13.7,0.7
Hue,2012-08-25,13.7,27.0,86,1006.1,12.4,0.82
Hue,2012-08-26,1.3,28.1,80,1003.8,15.0,0.69
Hue,2012-08-27,0.8,29.0,74,1002.8,14.0,0.52
Hue,2012-08-28,43.8,28.1,82,1004.4,7.0,1.02
Hue,2012-08-29,4.6,28.1,83,1006.6,8.2,1.32
Hue,2012-08-30,0.0,28.8,79,1006.0,4.8,0.91
Hue,2012-08-31,1.5,29.0,79,1004.4,8.3,0.61
Hue,2012-09-01,5.6,27.2,87,1004.0,7.7,1.16
Hue,2012-09-02,43.7,25.9,90,1004.3,9.2,2.29
Hue,2012-09-03,13.1,25.8,87,1005.1,12.6,2.65
Hue,2012-09-04,20.4,25.0,92,1006.4,13.4,3.07
Hue,2012-09-05,28.6,25.6,91,1006.1,12.3,3.42
Hue,2012-09-06,6.0,26.9,87,1006.5,12.2,2.61
Hue,2012-09-07,1.8,27.2,87,1008.7,8.6,1.52
Hue,2012-09-08,0.3,27.2,85,1009.8,8.3,0.95
Hue,2012-09-09,0.6,27.6,83,1008.8,10.8,0.7
Hue,2012-09-10,0.1,27.3,83,1008.1,12.3,0.6
Hue,2012-09-11,5.6,27.0,86,1007.3,10.2,0.55
Hue,2012-09-12,5.3,27.2,86,1006.7,8.5,0.53
Hue,2012-09-13,6.5,26.8,84,1006.6,11.9,0.62
Hue,2012-09-14,22.8,25.0,91,1007.2,12.4,2.06
Hue,2012-09-15,54.0,24.6,93,1008.0,13.2,6.33
Hue,2012-09-16,13.8,25.4,90,1009.5,10.8,6.82
Hue,2012-09-17,8.0,25.8,89,1010.0,7.1,3.67
Hue,2012-09-18,2.3,26.4,88,1008.5,9.7,1.9
Hue,2012-09-19,0.6,27.2,84,1007.6,12.2,1.19
Hue,2012-09-20,0.8,27.5,82,1007.9,11.5,0.85
Hue,2012-09-21,0.6,27.6,83,1007.5,11.2,0.66
Hue,2012-09-22,0.6,27.4,84,1006.7,12.3,0.56
Hue,2012-09-23,0.5,27.6,83,1005.2,10.9,0.48
Hue,2012-09-24,0.0,27.8,82,1004.4,12.0,0.43
Hue,2012-09-25,4.0,27.5,84,1006.2,12.4,0.52
Hue,2012-09-26,15.5,25.8,90,1008.3,11.0,1.74
Hue,2012-09-27,21.4,25.9,89,1008.5,11.9,3.65
Hue,2012-09-28,8.3,26.4,84,1008.8,11.8,3.22
Hue,2012-09-29,7.2,25.9,82,1010.0,7.4,2.01
Hue,2012-09-30,5.0,25.5,84,1010.7,9.9,1.22
Hue,2012-10-01,1.3,25.6,84,1011.1,10.5,0.88
Hue,2012-10-02,0.5,26.4,81,1011.0,8.5,0.69
Hue,2012-10-03,0.1,26.5,84,1008.4,8.7,0.56
Hue,2012-10-04,0.6,26.6,85,1007.2,13.1,0.48
Hue,2012-10-05,0.2,26.6,80,1009.0,16.0,0.45
Hue,2012-10-06,29.4,25.6,84,1010.5,20.1,2.53
Hue,2012-10-07,58.4,25.2,90,1009.7,26.1,5.52
Hue,2012-10-08,5.9,25.5,88,1010.5,17.9,3.55
Hue,2012-10-09,1.6,25.5,86,1011.1,12.1,1.84
Hue,2012-10-10,4.4,25.7,83,1011.7,6.8,1.2
Hue,2012-10-11,2.0,25.5,84,1011.2,6.7,0.89
Hue,2012-10-12,1.1,25.5,84,1010.7,10.2,0.71
Hue,2012-10-13,0.3,25.9,79,1010.2,14.4,0.59
Hue,2012-10-14,0.0,25.6,76,1011.3,12.4,0.51
Hue,2012-10-15,0.0,25.3,79,1012.3,10.3,0.45
Hue,2012-10-16,0.0,25.9,80,1012.4,11.9,0.41
Hue,2012-10-17,0.0,25.8,76,1013.2,9.2,0.38
Hue,2012-10-18,0.3,25.1,82,1012.9,12.5,0.37
Hue,2012-10-19,1.3,25.4,86,1012.6,13.7,0.37
Hue,2012-10-20,0.1,25.7,85,1012.5,12.8,0.36
Hue,2012-10-21,1.3,25.7,83,1012.8,15.8,0.35
Hue,2012-10-22,1.7,25.2,85,1012.8,12.7,0.35
Hue,2012-10-23,2.9,25.2,86,1011.9,11.3,0.37
Hue,2012-10-24,0.5,25.4,83,1011.0,14.5,0.36
Hue,2012-10-25,1.3,25.5,84,1010.7,13.5,0.36
Hue,2012-10-26,3.6,25.5,84,1009.4,14.0,0.46
Hue,2012-10-27,33.7,24.7,92,1005.4,29.3,3.24
Hue,2012-10-28,72.8,25.9,87,1006.1,23.8,8.55
Hue,2012-10-29,0.5,26.4,88,1008.6,8.6,6.83
Hue,2012-10-30,6.8,25.2,89,1009.5,14.4,3.81
Hue,2012-10-31,34.0,23.8,90,1012.6,28.7,4.33
Hue,2012-11-01,15.6,23.4,87,1013.3,16.2,4.25
Hue,2012-11-02,1.6,24.0,84,1012.0,7.6,2.37
Hue,2012-11-03,1.4,24.8,87,1010.9,11.4,1.35
Hue,2012-11-04,4.2,24.1,91,1011.3,10.5,1.06
Hue,2012-11-05,3.0,24.5,91,1011.5,10.9,1.01
Hue,2012-11-06,2.7,24.5,91,1012.1,10.0,0.88
Hue,2012-11-07,4.3,25.3,87,1010.6,15.5,0.77
Hue,2012-11-08,0.0,26.2,85,1008.7,13.7,0.64
Hue,2012-11-09,0.0,26.7,85,1008.8,10.2,0.53
Hue,2012-11-10,0.0,26.8,86,1009.6,12.6,0.46
Hue,2012-11-11,9.6,25.4,91,1011.9,13.4,0.66
Hue,2012-11-12,19.4,24.7,91,1013.4,16.6,1.39
Hue,2012-11-13,9.2,24.6,89,1013.4,13.6,1.56
Hue,2012-11-14,2.6,24.8,86,1011.7,17.9,1.06
Hue,2012-11-15,16.7,24.5,91,1011.7,15.1,1.08
Hue,2012-11-16,25.0,24.9,93,1011.4,11.3,4.04
Hue,2012-11-17,72.5,23.5,91,1012.8,29.0,11.19
Hue,2012-11-18,4.2,23.4,89,1012.8,9.0,11.13
Hue,2012-11-19,3.4,24.3,90,1012.3,9.0,4.35
Hue,2012-11-20,0.4,25.0,89,1011.5,11.0,1.93
Hue,2012-11-21,0.0,26.2,88,1009.7,10.2,1.28
Hue,2012-11-22,0.0,27.0,86,1008.0,11.2,0.95
Hue,2012-11-23,0.0,27.1,87,1008.5,8.9,0.77
Hue,2012-11-24,8.0,26.0,90,1011.1,13.9,0.68
Hue,2012-11-25,0.1,26.1,88,1011.4,11.2,0.59
Hue,2012-11-26,0.7,26.4,86,1011.2,10.4,0.95
Hue,2012-11-27,14.9,23.8,88,1012.3,19.2,1.75
Hue,2012-11-28,0.0,24.7,84,1011.5,10.7,1.19
Hue,2012-11-29,0.6,25.7,86,1010.6,11.6,0.72
Hue,2012-11-30,0.0,26.1,86,1009.6,10.8,0.56
Hue,2012-12-01,0.0,26.4,85,1009.9,11.9,0.49
Hue,2012-12-02,1.2,25.1,85,1011.5,13.6,0.45
Hue,2012-12-03,3.6,24.4,85,1012.7,9.3,0.45
Hue,2012-12-04,0.3,23.8,87,1011.9,13.8,0.44
Hue,2012-12-05,12.1,23.4,89,1012.8,23.8,1.28
